Food;Metal;Raw_Material;EURUSD;Vege_Oil;Wheat;Sugar
-1.4;-1.21945732816822;0.109745933949995;-0.0341;-4;-38.25;-0.803987241758845
-1.2;-0.53447230014315;0.0301234688500003;-0.0255000000000001;1.19;43;0.217060952622814
-0.399999999999999;1.0418693529476;-0.0363987003299968;-0.02;0.369999999999997;-21.25;-0.251899046156547
-0.799999999999997;2.12507989929668;1.45334395134;-0.0146999999999999;-1.51;-6.75;-0.356486407753951
-2;0.495689169369381;1.51438954249;-0.00659999999999994;-1.5;-2.25;0.103441985735013
1.8;2.25659288705853;0.276624277190002;0.0349999999999999;-1.37;13.75;-0.199470030617791
0.200000000000003;0.964624368146602;0.127774347470002;-0.0143;2.24;1;1.1746609317845
-1.4;2.52705866178878;0.641584621069995;0.012;-0.460000000000001;11;0.257944181900414
0;0.305785934581159;-0.100186428869996;-0.0133000000000001;-0.220000000000002;-20;-0.203423585578281
-1.3;0.778923573778279;0.539452550820002;-0.0459999999999998;0.380000000000003;-22.75;-0.938104868361238
0.700000000000003;0.310189978703825;-0.334059746420003;-0.00160000000000005;-0.890000000000001;15.5;0.0817769558670722
-0.300000000000004;0.903342100370537;-0.0962234534399968;-0.038;0.82;7.75;-0.77151382768316
0.5;-1.10318252169822;0.73904968742;-0.00480000000000003;-0.990000000000002;-9.25;-0.803987241758844
0.600000000000001;-1.68904491156315;0.15828394319;-0.00849999999999995;2.73;15.25;1.89706095262281
0.200000000000003;-2.60633341628239;0.48427381674;-0.0439000000000001;-0.649999999999999;-20;-0.421899046156547
0.199999999999996;2.01136584569667;-0.621562506370005;0.0256;-1.91;32.5;2.37351359224605
0.200000000000003;0.893385486609375;-0.0796338313999954;0.0147;-0.0800000000000018;-15.25;0.453441985735013
-0.799999999999997;0.640061238438534;-1.6687506234;-0.0263;-0.439999999999998;-13.25;1.32052996938221
-0.600000000000001;0.0606157407166066;0.47287418634;-0.0375;0.48;4.5;0.4946609317845
0.799999999999997;2.70579124170877;-2.95306254846;-0.00490000000000002;-0.240000000000002;14.25;-0.702055818099588
0.399999999999999;-1.53501415040883;-0.284877359539998;-0.0346;-0.739999999999998;-10.25;0.0365764144217202
0.600000000000001;-0.537094833801731;-0.961516414820004;0.0230999999999999;0.109999999999999;1.25;0.011895131638763
-0.600000000000001;0.400845403803828;-0.719985996599995;0.0700000000000001;-0.140000000000001;23.5;0.191776955867072
0.400000000000006;-0.996139185849458;-1.21213692501;-0.00590000000000002;0.0600000000000005;-6.5;-0.321513827683161
0.899999999999999;-1.48527890835823;-0.0278276910400024;-0.0131;0.950000000000001;-8;-0.703987241758846
-0.5;-1.96653222117315;-0.957785091929999;-0.0456;0.149999999999999;-10;-0.882939047377185
0.799999999999997;-1.16974468820239;-0.514631292060002;0.0103;-1.01;17.75;2.06810095384345
-0.600000000000001;1.95191946595668;-0.59908747283;-0.0422;-0.119999999999999;-5.75;-0.966486407753951
1.7;-0.25932482678062;-0.59036271638;0.00409999999999999;0.18;-20.25;0.543441985735013
0.100000000000001;-1.66661677771148;-0.999239807769996;0.0262;3.69;31.75;-2.23947003061779
-1.2;-0.82696542112339;0.0684776834799976;0.0362;-2.04;-0.5;0.3146609317845
-1.2;0.0361317417287736;0.295891016829998;-0.000700000000000034;-1.34;-7.25;-1.12205581809959
0.5;-0.510451985858836;-2.51690977199;-0.0118999999999999;0.130000000000001;22.5;-0.0534235855782805
-0.400000000000006;1.49527703779827;-0.436726442909993;-0.00330000000000008;0.590000000000002;-11.75;1.10189513163876
-0.799999999999997;-0.525120569876172;0.260017786089996;-0.00559999999999994;-0.820000000000002;7.5;-0.548223044132928
-1.8;-0.555039744119462;0.23806256828;-0.0324;-0.0899999999999999;-3;-1.08151382768316
0.299999999999997;-0.835886775548222;1.00125341002;0.0101;0.130000000000001;-18.75;-0.423987241758844
-1;0.471847007496844;0.485001331900001;0.00319999999999998;1.06;17.75;0.587060952622813
-0.5;-0.974633953262394;0.7215135557;0.0284;-0.32;-23.25;0.0681009538434534
0.799999999999997;0.694070780836679;0.50576700029;0.0337;2.41;20.5;0.20351359224605
0.700000000000003;1.80348834762938;2.69254237019;0.0579000000000001;-0.390000000000001;24.75;-0.486558014264987
1.4;-0.67704791496147;1.75483164233999;-0.0143;1.82;27;-0.689470030617792
1.5;-1.2538505708634;1.33169248034;0.00449999999999995;0.41;28.25;0.5146609317845
0.300000000000004;1.01683816304878;0.291333543210001;0.00480000000000003;-0.84;34.25;0.997944181900413
1.09999999999999;0.862399437511165;-0.351880263710001;0.00390000000000001;1.88;5.75;0.656576414421719
-0.699999999999996;2.01189044853827;-0.0956143791400024;0.00390000000000001;0.889999999999997;-29.25;0.131895131638762
0.399999999999999;-0.867727249046176;0.898764335160003;0.0555;-1.39;-48;-0.538223044132928
0.5;-0.345464187299456;0.0514774360899963;0.0267999999999999;-0.670000000000002;-4.5;1.23848617231684
-1;-0.0623482701682292;0.485545984440002;0.00290000000000012;0.43;-8;0.226012758241154
0.100000000000001;-1.09746913269315;1.18832178918;0.0125999999999999;0.379999999999999;-25.75;-0.572939047377186
0.699999999999996;-1.9467755767824;-0.758657797959998;0.0259;0.5;-7.25;-0.0618990461565465
-0.299999999999997;2.50503033842668;-0.583681692870002;0.0604;0.140000000000001;44.75;-0.236486407753951
0.700000000000003;1.83933521951938;0.172091133819997;-0.0276000000000001;0.0300000000000011;-22.5;-1.24655801426499
0.899999999999999;0.270050021908524;0.144355084440001;-0.028;-2.83;46.75;0.300529969382208
1.1;0.878860978176611;0.803651559050003;-0.0250999999999999;1.62;19;-0.5853390682155
1.59999999999999;0.810113825838769;0.387996213210002;0.0679999999999998;3.76;-7.25;-0.00205581809958577
1.5;2.66525231736117;2.49404628224;-0.00759999999999983;0.98;9.25;-0.363423585578281
0.600000000000001;2.08975067321828;0.284002033419995;0.0409999999999999;1.4;24.75;0.481895131638762
1.9;1.34252229483383;-0.79204239557;0.0593999999999999;0.670000000000002;-17.25;-0.838223044132928
0.700000000000003;1.85013049040054;0.5588617911;-0.0119;1.7;12;0.118486172316841
1.7;1.82619357246178;0.687050474040007;0.00210000000000021;4.38;-8.25;0.136012758241155
0.599999999999994;0.032978968446848;-0.0655307326300019;-0.0175000000000001;-2.05;27.25;1.01706095262281
-0.899999999999991;-0.449687394572386;0.0345534374099969;-0.0333000000000001;0.330000000000002;-26.5;0.498100953843453
-0.300000000000011;-1.81100941798333;1.21915552479;0.0204;-5.08;-19.5;0.463513592246048
-0.5;2.61148052935938;0.0966439093899965;9.9999999999989e-05;-0.599999999999998;-24;-0.316558014264986
-1.09999999999999;1.28146786349853;-1.28836489951;-0.0166999999999999;-5.29;-25.75;0.460529969382208
0.700000000000003;-0.360922588303389;-0.676983935559996;0.0168000000000001;4.14;-2.5;0.0446609317845006
-0.5;1.39706754775877;0.170705861049996;0.0244;-4.44;-3;0.597944181900413
0.700000000000003;3.00308163966116;0.084858351420003;0.0352999999999999;0.879999999999999;9.75;0.00657641442171908
0.199999999999989;0.976920081948279;-0.0880281159700047;0.0508;-0.740000000000002;-26.75;0.401895131638764
-0.199999999999989;-0.430852846136176;-0.84185806336;0.0265;0.120000000000001;17.75;-0.0582230441329283
