"";"Food";"Metal";"Raw_Material";"Vege_Oil";"Wheat";"Sugar"
"1";-2.6;-1.21945733110098;-0.416636908022227;-4.54721323575387;-38.25;-0.803987241758845
"2";-1.4;-0.534472295907566;0.192138911835279;1.53611947317075;43;0.217060952622814
"3";-1.2;1.0418693527716;-0.470107583990142;-0.569695311351349;-21.25;-0.251899046156547
"4";-0.399999999999999;2.12507989999028;1.50050586424324;-0.983030497981517;-6.75;-0.356486407753951
"5";-0.799999999999997;0.495689167476343;1.97346138019918;-1.28232770904661;-2.25;0.103441985735013
"6";-2;2.25659289515067;1.10418335246677;-0.626910378664817;13.75;-0.199470030617791
"7";1.8;0.964624372623845;0.328639186372151;2.34054054699192;1;1.1746609317845
"8";0.200000000000003;2.52705865121769;0.806916775022941;0.878040646977436;11;0.257944181900414
"9";-1.4;0.305785940620325;0.276689602215441;-1.45911425264975;-20;-0.203423585578281
"10";0;0.778923565780794;0.379852298949935;0.430051717509357;-22.75;-0.938104868361238
"11";-1.3;0.310189982267126;-0.546381885387362;-1.3319466173321;15.5;0.0817769558670722
"12";0.700000000000003;0.903342099109864;-1.0030906339052;0.665485618130553;7.75;-0.77151382768316
"13";-0.300000000000004;-1.10318252110098;0.212666851977772;-1.53721323575387;-9.25;-0.803987241758844
"14";0.5;-1.68904490590756;0.320299381835277;3.07611947317075;15.25;1.89706095262281
"15";0.600000000000001;-2.6063334272284;0.0505649360098559;-1.58969531135135;-20;-0.421899046156547
"16";0.200000000000003;2.01136584999028;-0.57440059575675;-1.38303049798152;32.5;2.37351359224605
"17";0.199999999999996;0.893385487476337;0.379438010199173;0.137672290953388;-15.25;0.453441985735013
"18";0.200000000000003;0.640061245150676;-0.841191547533235;0.303089621335186;-13.25;1.32052996938221
"19";-0.799999999999997;0.0606157426238454;0.673739016372153;0.580540546991923;4.5;0.4946609317845
"20";-0.600000000000001;2.70579124121769;-2.78773038497706;1.09804064697743;14.25;-0.702055818099588
"21";0.799999999999997;-1.53501415937967;0.0919986722154462;-1.97911425264975;-10.25;0.0365764144217202
"22";0.399999999999999;-0.537094834219211;-1.12111667105007;0.160051717509358;1.25;0.011895131638763
"23";0.600000000000001;0.400845402267123;-0.932308135387359;-0.5819466173321;23.5;0.191776955867072
"24";-0.600000000000001;-0.996139190890133;-2.1190041039052;-0.0945143818694465;-6.5;-0.321513827683161
"25";0.400000000000006;-1.48527890110098;-0.554210528022232;0.402786764246127;-8;-0.703987241758846
"26";0.899999999999999;-1.96653221590756;-0.795769648164722;0.496119473170747;-10;-0.882939047377185
"27";-0.5;-1.1697446972284;-0.94834017399014;-1.94969531135135;17.75;2.06810095384345
"28";0.799999999999997;1.95191946999029;-0.551925565756754;0.406969502018484;-5.75;-0.966486407753951
"29";-0.600000000000001;-0.25932483252366;-0.131290869800829;0.397672290953389;-20.25;0.543441985735013
"30";1.7;-1.66661676484932;-0.171680737533229;4.43308962133518;31.75;-2.23947003061779
"31";0.100000000000001;-0.826965417376158;0.269342516372156;-1.93945945300808;-0.5;0.3146609317845
"32";-1.2;0.0361317312176865;0.461223175022937;-0.00195935302256345;-7.25;-1.12205581809959
"33";-1.2;-0.510451979379674;-2.14003373778456;-1.10911425264975;22.5;-0.0534235855782805
"34";0.5;1.49527702578079;-0.596326701050067;0.640051717509358;-11.75;1.10189513163876
"35";-0.400000000000006;-0.525120567732877;0.047695644612638;-1.2619466173321;7.5;-0.548223044132928
"36";-0.799999999999997;-0.55503974089013;-0.668804603905208;-0.244514381869447;-3;-1.08151382768316
"37";-1.8;-0.835886781100978;0.474870571977775;-0.417213235753874;-18.75;-0.423987241758844
"38";0.299999999999997;0.471847014092436;0.647016771835276;1.40611947317075;17.75;0.587060952622813
"39";-1;-0.974633957228402;0.287804676009863;-1.25969531135135;-23.25;0.0681009538434534
"40";-0.5;0.694070779990287;0.552928914243246;2.93696950201848;20.5;0.20351359224605
"41";0.799999999999997;1.80348834747633;3.15161421019917;-0.172327709046609;24.75;-0.486558014264987
"42";0.700000000000003;-0.677047904849317;2.58239071246677;2.56308962133518;27;-0.689470030617792
"43";1.4;-1.25385056737616;1.53255731637216;0.510540546991923;28.25;0.5146609317845
"44";1.5;1.01683816121769;0.456665695022942;0.498040646977437;34.25;0.997944181900413
"45";0.300000000000004;0.862399430620329;0.0249957722154406;0.64088574735025;5.75;0.656576414421719
"46";1.09999999999999;2.01189044578079;-0.255214631050066;0.940051717509352;-29.25;0.131895131638762
"47";-0.699999999999996;-0.86772724773288;0.686442184612638;-1.8319466173321;-48;-0.538223044132928
"48";0.399999999999999;-0.345464190890134;-0.855389733905206;-0.824514381869449;-4.5;1.23848617231684
"49";0.5;-0.06234827110098;-0.0408368480222308;-0.117213235753873;-8;0.226012758241154
"50";-1;-1.09746912590756;1.35033722183528;0.726119473170748;-25.75;-0.572939047377186
"51";0.100000000000001;-1.9467755772284;-1.19236667399014;-0.439695311351347;-7.25;-0.0618990461565465
"52";0.699999999999996;2.50503033999028;-0.536519785756752;0.666969502018482;44.75;-0.236486407753951
"53";-0.299999999999997;1.83933521747634;0.631162980199171;0.247672290953393;-22.5;-1.24655801426499
"54";0.700000000000003;0.270050025150674;0.971914152466773;-2.08691037866482;46.75;0.300529969382208
"55";0.899999999999999;0.878860982623848;1.00451639637215;1.72054054699192;19;-0.5853390682155
"56";1.1;0.810113821217683;0.553328365022935;5.09804064697744;-7.25;-0.00205581809958577
"57";1.59999999999999;2.66525232062033;2.87092232221544;-0.259114252649752;9.25;-0.363423585578281
"58";1.5;2.0897506657808;0.124401778949938;1.45005171750935;24.75;0.481895131638762
"59";0.600000000000001;1.34252229226712;-1.00436454538736;0.228053382667902;-17.25;-0.838223044132928
"60";1.9;1.85013048910987;-0.34800537390521;1.54548561813055;12;0.118486172316841
"61";0.700000000000003;1.82619357889902;0.160667631977773;3.83278676424612;-8.25;0.136012758241155
"62";1.7;0.0329789740924369;0.0964847118352807;-1.70388052682925;27.25;1.01706095262281
"63";0.599999999999994;-0.449687407228396;-0.39915545399014;-0.609695311351345;-26.5;0.498100953843453
"64";-0.899999999999991;-1.81100941000972;1.26631744424324;-4.55303049798152;-19.5;0.463513592246048
"65";-0.300000000000011;2.61148052747634;0.555715750199177;-0.382327709046606;-24;-0.316558014264986
"66";-0.5;1.28146786515067;-0.460805827533235;-4.54691037866482;-25.75;0.460529969382208
"67";-1.09999999999999;-0.360922587376152;-0.476119103627845;4.24054054699192;-2.5;0.0446609317845006
"68";0.700000000000003;1.39706755121769;0.336038015022936;-3.10195935302256;-3;0.597944181900413
"69";-0.5;3.00308163062032;0.461734392215448;-0.359114252649753;9.75;0.00657641442171908
"70";0.700000000000003;0.976920085780797;-0.24762837105007;-0.689948282490647;-26.75;0.401895131638764
"71";0.199999999999989;-0.430852847732879;-1.05418020538736;-0.321946617332099;17.75;-0.0582230441329283
"72";-0.199999999999989;2.45300918910986;0.747400916094797;-1.50451438186944;-16.5;0.108486172316841
"73";0.5;0.487705508899026;0.172539021977769;3.19278676424613;46.25;-0.0839872417588463
"74";1.19999999999999;1.80972155409243;1.70156724183528;-0.163880526829253;-6.25;0.177060952622814
"75";-1.5;-1.7874283472284;-0.486647423990142;-1.21969531135134;-13;0.228100953843454
"76";0.700000000000003;-1.26050949000971;1.22681757424325;1.26696950201848;13.75;0.133513592246048
"77";0.900000000000006;2.24749886747633;0.957370450199171;0.84767229095339;-10.25;0.0834419857350142
"78";0.200000000000003;-0.106825584849318;2.39020389246677;1.16308962133519;6.25;-0.0894700306177914
