"","ARMAX","ARX","LM","NAIVE","ARX_GET","AR1","GAM","LM.1","MLP","MARS","SVM","RF","XGB","kNN","LSTM","LSTM_CNN","TDNN","y_real","id"
"241",-0.292563458315421,-0.329824993877485,-0.159291816807301,1.09999999999999,-0.437422303826913,0.417349952089734,-0.190656833891901,-0.159291816807301,0.322124212796754,0.631490657677736,-0.0846990481293148,-0.123884578796341,-0.344217449426651,0.536268454664847,0.5260734,-0.382944,-0.00501727,0.700000000000003,11
"242",0.528083331071546,0.511630747392267,0.755175846560142,1.09999999999999,0.275779704451831,0.420618361686802,0.690596038559449,0.755175846560142,0.838141306709381,0.132325686535541,0.518498430296092,0.0643144541876861,0.0120209688320756,-0.287499999429238,-0.27537918,-0.4456981,0.27397847,-0.799999999999997,12
"243",-0.621374275475076,-0.637239664809119,-0.675696511889352,1.09999999999999,-0.607357777867174,0.422537095061209,0.435519991978219,-0.675696511889352,-1.13408819563735,-0.123577104321571,-0.652764772969939,-0.393922120317144,-0.386834919452667,0.337503028062223,0.71199733,-0.5368668,-0.7419882,0.399999999999991,13
"244",-0.0368620909726526,-0.0477315091647356,0.0894752506751757,1.09999999999999,0.0404537738067471,0.423663495425889,1.39260961203569,0.0894752506751757,0.193122895922755,1.39645841218649,0.274619109300371,0.301002071815309,0.0541729182004929,2.4019569944546,-0.72112125,0.2550073,0.36224532,0.700000000000003,14
"245",0.279133132167135,0.266278824676525,0.561173711145922,1.09999999999999,0.42248132312084,0.424324753419561,0.486224203525774,0.561173711145922,0.337538960878221,0.169085841138141,0.598064783962928,0.431714671265835,0.495289027690887,0.0500123672279187,-0.06165266,0.6520901,0.52654403,1.10000000000001,15
"246",-0.362820850171792,-0.380943312854144,-0.188469795301839,1.09999999999999,-0.214114070861159,0.424712947660176,0.504513150076802,-0.188469795301839,0.0115880855739907,0.162787980641881,-0.184607231273108,-0.0971884719533148,-0.000688887666910887,0.847254903611532,0.42729592,-0.4694371,-0.09609937,-0.300000000000011,16
"247",-1.53881993491064,-1.5248083044692,-1.77450647721532,1.09999999999999,-1.39496149257189,0.424940838694975,-0.603695191482718,-1.77450647721532,-2.67568577613249,-1.85934164133952,-1.13814979027586,-1.42657621483226,-1.79022693634033,0.0250029741838038,-0.32099512,-0.7398653,-0.95655847,-1,17
"248",1.2261723536624,1.2171488730246,1.82231289419205,1.09999999999999,0.836124353844134,0.425074623069671,0.0860137287927393,1.82231289419205,2.19315420081998,0.57372061820319,1.86079757038266,1.23870377028112,1.1012864112854,1.33464165945034,-1.6836557,2.4111953,1.8427551,-0.699999999999989,18
"249",0.476743625686958,0.480574003002034,0.772297510069719,1.09999999999999,0.957815105717006,0.425153161740263,1.00914270241468,0.772297510069719,0.636162458926822,-0.280602046388664,0.5572725477219,0.170570302966857,-0.11490124464035,0.412500000000005,1.7716432,1.0097945,0.46310726,1.8,19
"250",0.705120534826533,0.702355703681974,1.03928654280942,1.09999999999999,1.2367950147904,0.425199268191726,4.24739444454682,1.03928654280942,1.18598876437074,0.219570208743181,0.925028641974968,0.772006760545906,0.656791210174561,0.834641659473293,0.70828897,1.1524918,0.6947826,3.39999999999999,20
"251",1.06599587105458,1.0728630927637,1.67772256694725,1.09999999999999,1.94780267361596,0.425226335174786,3.12278000818497,1.67772256694725,1.91710433489849,1.17903863034664,1.42664881456449,1.12413910338545,1.06033277511597,0.6875,0.9745996,3.8888113,1.1441402,2.40000000000001,21
"252",-0.637144965071244,-0.642961436256726,-0.810684611662527,1.09999999999999,0.0312737346874096,0.425242224959159,-2.88761831890829,-0.810684611662527,-0.777632087477878,0.142651470645734,-0.576357089082855,-0.126304748335435,0.282228767871857,-0.949981942227646,1.648176,-1.0083015,-1.3422017,1.5,22
"253",-2.04223796576321,-2.02704447348419,-2.54083137201493,1.09999999999999,-1.95333972725428,0.425251553122807,-4.33861272954714,-2.54083137201493,-2.98989968296334,-1.81638738121242,-1.62151218236557,-2.23335051537904,-2.16563677787781,-0.16249701594818,-0.82380736,-3.4491544,-1.5597467,-3.09999999999999,23
"254",-2.30135547784292,-2.29244340821966,-2.92460112831892,1.09999999999999,-2.99478789036888,0.425257029259864,1.16503296780014,-2.92460112831892,-2.51973601548418,-2.79496762546199,-1.01756897634857,-1.28736874215398,-2.04288792610168,-0.107183780455367,-2.2641864,-1.2592658,-1.5131004,-4.2,24
"255",-1.70145855649128,-1.69359547536655,-2.0297597134214,1.09999999999999,-2.94780162615809,0.425260244048777,-0.736216933444152,-2.0297597134214,-2.64640799303778,-1.44683448653372,-1.33243413784099,-1.66646316781416,-1.9958838224411,-1.37317653547154,-2.5867476,-2.023909,-1.3522925,-2.7,25
"256",0.808809003326445,0.793674417157338,1.34780794249063,1.09999999999999,-0.364263396338087,0.425262131303907,1.76818337518236,1.34780794249063,1.62041282693104,1.0754722345269,1.3426189488582,1.1051631891872,1.06114876270294,0.787501018486526,-1.8876078,-0.11957505,1.2792006,-1.40000000000001,26
"257",1.44464856150484,1.42108792806311,2.16156729346819,1.09999999999999,1.13781414628118,0.425263239224837,3.1414266933841,2.16156729346819,2.01756729886361,1.82287862716801,1.96727110081499,1.64023948812389,1.93424105644226,0.375000058713757,1.2354914,2.1137626,2.216979,2.2,27
"258",2.05679255217584,2.04088582474329,2.96390786720471,1.09999999999999,2.75320242685842,0.425263889634403,0.361176509326561,2.96390786720471,3.76381114903535,1.75282190091793,2.95553454313438,2.56598536671715,2.90013241767883,1.30964165945034,2.109305,4.4485235,3.3249633,0.700000000000003,28
"259",2.04836041222194,2.04080035422584,2.9045991644843,1.09999999999999,3.32913281227174,0.425264271460029,-0.949316750554215,2.9045991644843,3.58794083113529,2.88569661538561,2.67352558434377,2.32579191668428,2.83837938308716,0.0770529430039006,2.9924333,3.6021113,2.9310074,1.90000000000001,29
"260",0.738504176222653,0.725587568800446,1.23065842717064,1.09999999999999,2.37828190307854,0.425264495612342,2.24055821091173,1.23065842717064,1.4062394165139,0.782574482293746,1.29524502690275,1.40353430039748,1.30112707614899,0.350002078544152,2.9692073,1.7200509,1.2521439,2.09999999999999,30
"261",0.968402237622989,0.971493244254339,1.29504338498027,1.09999999999999,1.92475305737548,0.425264627201885,-0.477698037164528,1.29504338498027,1.27364430368736,0.906216232690181,0.78122641585894,0.221462168309992,0.266950160264969,0.312500001160959,1.0942109,1.4683067,1.0720325,3.40000000000001,31
"262",1.49053483532517,1.47619411816615,2.35055091050404,1.09999999999999,2.49152826931687,0.425264704452071,-0.222013183429605,2.35055091050404,2.59658866107621,2.66704045366066,1.98161111355878,2.71033164566222,2.67142629623413,1.56293781295367,1.2744782,1.1919237,2.0374565,4.19999999999999,32
"263",2.40448544539134,2.37009011519689,3.50073436938017,1.09999999999999,3.71085189934225,0.425264749802112,1.52059313102377,3.50073436938017,3.69069937635512,5.39532105045144,2.86870971946291,3.41539308565817,3.26669144630432,3.02425564478897,2.3110309,4.8188577,4.2119513,3,33
"264",0.797281383101646,0.790728280688191,1.28441276471508,1.09999999999999,2.57681934831626,0.425264776425041,1.72708962043358,1.28441276471508,1.47917692173675,0.553239340282147,1.30399065315889,1.04669006627506,0.867327630519867,1.36887093857713,3.50036,1.0666952,1.2165804,4.90000000000001,34
"265",1.60270714747457,1.60174114977903,2.49807046131684,1.09999999999999,3.09275727363963,0.425264792054141,-0.285415145239071,2.49807046131684,3.12890892951033,3.11002950871996,2.0445647445325,2.43394674129767,2.17114520072937,2.39513521431827,1.1870283,4.31144,2.0431392,3.09999999999999,35
"266",-0.0812719856633104,-0.0919629578058049,0.137562282713128,1.09999999999999,1.10745106577514,0.42526480122927,-1.9244547365064,0.137562282713128,0.678306216859959,0.436202747357184,-0.134994099326337,-0.0270848169703088,-0.131442442536354,0.809754903644328,2.5313935,0.45934787,0.50275517,2.60000000000001,36
"267",2.37354038664392,2.34635388950617,3.66199779985731,1.09999999999999,3.75183324428683,0.425264806615567,0.0983829249579165,3.66199779985731,2.94504687679222,6.830523999823,1.0041131594392,2.25539606009913,2.22455263137817,1.96606498290556,0.01085046,3.7395496,4.007904,2.89999999999999,37
"268",1.65419057113889,1.61151091425749,2.70011637601843,1.09999999999999,3.14721694359581,0.425264809777614,-0.975338545152216,2.70011637601843,1.37904160177141,3.43402484672889,1.05186634656831,2.01429313831843,1.76408541202545,0.628086714755678,3.6764412,2.0674832,2.9724317,0.0442598908848018,38
"269",0.456696816788255,0.461872651056029,0.843324406955286,1.09999999999999,2.07977257967116,0.425264811633908,-0.682368552074586,0.843324406955286,0.802606536011445,-0.0446182845547556,0.790813911258701,0.394222248531359,0.10444513708353,0.75,2.58707,0.878674,0.57495195,-2.8,39
"270",0.466751837925041,0.469440239017427,0.798254469138343,1.09999999999999,1.5532557846294,0.425264812723652,-1.03189501440916,0.798254469138343,0.719153469320666,-0.0512631911421161,0.758591398056884,0.262346156234055,0.0676472634077072,0.150000001256573,0.752668,0.9505762,0.5935444,-0.700000000000003,40
"271",-0.0951729630984243,-0.0792206651686248,-0.187761476349012,1.09999999999999,0.627893898144682,0.425264813363392,-0.202168735500869,-0.187761476349012,1.03327035196498,0.541555762068164,-0.0757351711651026,0.0450974038479541,0.459343254566193,0.0762764237663894,0.7087133,-0.6655151,-1.0560797,3.40000000000001,41
"272",-0.00613756063828877,0.00268590922885535,0.194007041332347,1.09999999999999,0.45039892875754,0.425264813738953,0.56396384339477,0.194007041332347,-0.0767277291905071,-0.311779954007922,0.0938526170104056,0.0863275515725326,0.140593409538269,-0.0999999994292394,-0.13846439,0.40474814,-0.08553259,1.19999999999999,42
"273",1.93342829585657,1.92460781627546,2.58747529354166,1.09999999999999,2.03067298025225,0.425264813959428,0.361833422321433,2.58747529354166,1.91400727606317,3.41907086910075,1.77465278213104,2.58493340892435,2.77215576171875,2.7501411746695,0.11906552,3.820584,3.4639356,4,43
"274",-1.37362464378271,-1.34644974074871,-1.93051932825657,1.09999999999999,-0.613618063153459,0.425264814088859,-0.428707533828493,-1.93051932825657,-1.07271969592647,-0.796102290976918,-1.15982084051825,-1.55705000540069,-0.919854521751404,-1.54798753970646,2.568086,-1.0126293,-1.4353561,2.10000000000002,44
"275",-0.419030563018981,-0.434533353033711,-0.23482361578652,1.09999999999999,-0.550885691370378,0.425264814164842,1.58816923542865,-0.23482361578652,-0.294024769231208,-0.506038260520464,-0.171521179248617,-0.508421834948844,-0.497079312801361,0.425001059586131,-1.6623497,0.76504004,-0.20790346,-1.60000000000002,45
"276",2.03961845005117,2.02670307319997,3.17099826263239,1.09999999999999,2.09265799482796,0.425264814209448,0.18240627579541,3.17099826263239,1.73274242891403,5.25680752589995,1.33481671187596,1.57843698915963,1.44072067737579,2.39537951463148,-0.4145909,4.6035447,3.4078264,1.90000000000001,46
"277",1.33011526357653,1.31770684718015,2.20025344258229,1.09999999999999,2.55398334724183,0.425264814235634,0.806987703477772,2.20025344258229,1.98929836177832,3.81135459981176,1.65275853986397,2.0902679642856,1.64427375793457,2.020135234458,3.147168,3.697545,2.7170796,5.59999999999999,47
"278",1.4159510624844,1.34929747519536,2.03306364914042,1.09999999999999,2.38421303983255,0.425264814251006,-0.500028556707128,2.03306364914042,3.03585528605941,5.11402065815446,0.827869726693234,2.52031039744767,1.99072599411011,2.4019569944546,2.1032424,1.6867605,1.8351623,3.92598211630718,48
"279",-0.122512876416608,-0.108439350009131,-0.0598665189550721,1.09999999999999,1.20593508394345,0.425264814260031,-0.293376644339815,-0.0598665189550721,0.407818384538546,0.175849455128097,0.201761325126815,0.996066954764013,1.22866880893707,0.517816219555883,1.8134997,0.620801,0.02346325,3.07220536510786,49
"280",-2.18710685773472,-2.13076502648749,-2.99239984600751,1.09999999999999,-1.32983485980435,0.425264814265329,0.281165473987464,-2.99239984600751,0.915261482950426,-0.841505876727576,-0.197687846678621,-0.654450554662732,-0.870625257492065,-0.0612214988277062,-0.12308434,-0.837868,-2.4843822,2.76054375557547,50
"281",-1.56427938983753,-1.54154091046936,-1.90322236412442,1.09999999999999,-1.93312558411357,0.425264814268439,0.212146506809506,-1.90322236412442,-3.0967706204961,-1.67117200894338,-1.09000163026903,-1.57318074932465,-1.45218074321747,-0.224999958329633,-2.4711754,-2.5649328,-1.0233372,-1.25761937109715,51
"282",-2.05811881288896,-2.07380797273991,-2.27194281026491,1.09999999999999,-2.92532202432959,0.425264814270265,-2.00233080209099,-2.27194281026491,0.531186268698166,-2.76142488934389,-0.950821986828231,-1.25129219754855,-0.964102923870087,-0.888684018819692,-1.7596309,-1.3666286,-1.4843063,-1.40728096516497,52
"283",0.586535935176418,0.564364945412688,1.09181744643722,1.09999999999999,-0.484165852400928,0.425264814271337,2.37181451293245,1.09181744643722,1.24760683285095,0.695084260513553,1.06158251871781,0.944083704738179,0.839061200618744,0.506370938672969,-2.1869128,0.28617516,1.1749034,-1.95023349183759,53
"284",-2.26753595919373,-2.27786367782655,-2.9257037304812,1.09999999999999,-2.24734410805285,0.425264814271966,2.45663965475634,-2.9257037304812,-2.08669585102531,-1.49997115087671,-0.705557748984755,-1.03406333222459,-1.33914422988892,1.93700246474365,0.9053879,-1.1662878,-2.3184998,-0.86516344428631,54
"285",-1.14819405642469,-1.1506662247996,-1.21011076250547,1.09999999999999,-2.02474409777141,0.425264814272336,0.727414560402431,-1.21011076250547,-1.69725966684703,-1.11373218323077,-0.863875298779079,-1.06883428713598,-0.969096004962921,-0.16228547165138,-2.7402458,-1.1604571,-0.94866514,-0.0856144110004209,55
"286",1.10801630302474,1.09294010721405,1.85861447000149,1.09999999999999,0.185750483685589,0.425264814272552,0.892649584997666,1.85861447000149,2.60434580548285,0.663136197179077,1.47880465378106,2.01434448450916,1.90448153018951,-1.5386271119085,-1.2519723,0.373197,1.305893,-0.039930087700327,56
"287",1.52900112325569,1.5117238008434,2.14592401937473,1.09999999999999,1.42975391490005,0.42526481427268,2.11932609372233,2.14592401937473,2.20372562027053,2.3930788164974,1.92138684064811,2.31643327820664,2.68239164352417,2.04494271850583,1.836103,1.4121791,2.2971244,-2.34795106139021,57
